trial_number,kernel,C,gamma,degree,coef0,class_weight,csp_components,fold,subject,accuracy,f1_score,roc_auc,support
0,poly,5.417101889529155,scale,4,1.6468153892660924,balanced,6,69,69,0.6,0.4,0.6726190476190476,45
0,poly,5.417101889529155,scale,4,1.6468153892660924,balanced,6,70,70,0.5555555555555556,0.3333333333333333,0.7964426877470356,45
0,poly,5.417101889529155,scale,4,1.6468153892660924,balanced,6,71,71,0.6666666666666666,0.5161290322580645,0.9229249011857708,45
0,poly,5.417101889529155,scale,4,1.6468153892660924,balanced,6,72,72,0.8,0.8,0.9130434782608695,45
0,poly,5.417101889529155,scale,4,1.6468153892660924,balanced,6,73,73,0.5777777777777777,0.5957446808510638,0.650197628458498,45
0,poly,5.417101889529155,scale,4,1.6468153892660924,balanced,6,74,74,0.6,0.4375,0.611111111111111,45
0,poly,5.417101889529155,scale,4,1.6468153892660924,balanced,6,75,75,0.7317073170731707,0.6666666666666666,0.8595238095238095,41
0,poly,5.417101889529155,scale,4,1.6468153892660924,balanced,6,76,76,0.4888888888888889,0.6567164179104478,0.6264822134387352,45
0,poly,5.417101889529155,scale,4,1.6468153892660924,balanced,6,77,77,0.5777777777777777,0.6122448979591837,0.5793650793650794,45
0,poly,5.417101889529155,scale,4,1.6468153892660924,balanced,6,78,78,0.4222222222222222,0.5517241379310345,0.5395256916996047,45
0,poly,5.417101889529155,scale,4,1.6468153892660924,balanced,6,79,79,0.625,0.4444444444444444,0.6925,40
0,poly,5.417101889529155,scale,4,1.6468153892660924,balanced,6,80,80,0.5111111111111111,0.0,0.6600790513833993,45
0,poly,5.417101889529155,scale,4,1.6468153892660924,balanced,6,81,81,0.4222222222222222,0.0,0.22332015810276679,45
0,poly,5.417101889529155,scale,4,1.6468153892660924,balanced,6,82,82,0.5333333333333333,0.676923076923077,0.7450592885375494,45
0,poly,5.417101889529155,scale,4,1.6468153892660924,balanced,6,83,83,0.5789473684210527,0.2727272727272727,0.7479224376731303,38
0,poly,5.417101889529155,scale,4,1.6468153892660924,balanced,6,84,84,0.7272727272727273,0.6842105263157895,0.7287784679089027,44
0,poly,5.417101889529155,scale,4,1.6468153892660924,balanced,6,85,85,0.6363636363636364,0.7241379310344828,0.958592132505176,44
0,poly,5.417101889529155,scale,4,1.6468153892660924,balanced,6,86,86,0.5681818181818182,0.2962962962962963,0.8778467908902692,44
0,poly,5.417101889529155,scale,4,1.6468153892660924,balanced,6,87,87,0.5555555555555556,0.6428571428571429,0.5474308300395256,45
0,poly,5.417101889529155,scale,4,1.6468153892660924,balanced,6,88,88,0.4727272727272727,0.0,0.6044973544973544,55
0,poly,5.417101889529155,scale,4,1.6468153892660924,balanced,6,89,89,0.6222222222222222,0.6909090909090909,0.740079365079365,45
0,poly,5.417101889529155,scale,4,1.6468153892660924,balanced,6,90,90,0.4888888888888889,0.25806451612903225,0.5098814229249011,45
0,poly,5.417101889529155,scale,4,1.6468153892660924,balanced,6,91,91,0.5909090909090909,0.7,0.7334710743801653,44
0,poly,5.417101889529155,scale,4,1.6468153892660924,balanced,6,92,92,0.5892857142857143,0.41025641025641024,0.617948717948718,56
0,poly,5.417101889529155,scale,4,1.6468153892660924,balanced,6,93,93,0.8,0.7428571428571429,0.901185770750988,45
0,poly,5.417101889529155,scale,4,1.6468153892660924,balanced,6,94,94,0.9545454545454546,0.9583333333333334,1.0,44
0,poly,5.417101889529155,scale,4,1.6468153892660924,balanced,6,95,95,0.39285714285714285,0.5641025641025641,0.5,28
0,poly,5.417101889529155,scale,4,1.6468153892660924,balanced,6,96,96,0.42857142857142855,0.6,0.528344671201814,42
0,poly,5.417101889529155,scale,4,1.6468153892660924,balanced,6,97,97,0.5,0.0,0.5206611570247933,44
0,poly,5.417101889529155,scale,4,1.6468153892660924,balanced,6,98,98,0.5555555555555556,0.6666666666666666,0.5632411067193676,45
0,poly,5.417101889529155,scale,4,1.6468153892660924,balanced,6,99,99,0.5813953488372093,0.4,0.5627705627705628,43
0,poly,5.417101889529155,scale,4,1.6468153892660924,balanced,6,100,100,0.5833333333333334,0.5454545454545454,0.5432098765432098,36
0,poly,5.417101889529155,scale,4,1.6468153892660924,balanced,6,101,101,0.4888888888888889,0.0,0.5968379446640316,45
0,poly,5.417101889529155,scale,4,1.6468153892660924,balanced,6,102,102,0.8222222222222222,0.8181818181818182,0.8715415019762845,45
0,poly,5.417101889529155,scale,4,1.6468153892660924,balanced,6,103,103,0.6046511627906976,0.5641025641025641,0.751082251082251,43
0,poly,5.417101889529155,scale,4,1.6468153892660924,balanced,6,104,104,0.46511627906976744,0.5490196078431373,0.49134199134199136,43
0,poly,5.417101889529155,scale,4,1.6468153892660924,balanced,6,105,105,0.5555555555555556,0.16666666666666666,0.5632411067193676,45
0,poly,5.417101889529155,scale,4,1.6468153892660924,balanced,6,106,106,0.6,0.55,0.6746031746031746,45
