trial_number,temporal_filters,depth_multiplier,kernel_length,dropout_rate,learning_rate,batch_size,epochs,weight_decay,validation_fraction,early_stopping_patience,lr_scheduler_patience,lr_scheduler_factor,use_class_weight,seed,fold,subject,accuracy,f1_score,roc_auc,support,train_time_sec,inference_time_sec,inference_ms_per_sample,model_size_mb,num_parameters,train_memory_delta_mb,peak_gpu_memory_mb,final_train_loss,best_train_loss,best_val_loss,best_epoch,stopped_epoch
0,8,4,64,0.5,0.001693243511798617,32,75,0.0001,0.1,5,3,0.7,False,42,13,13,0.7714285714285715,0.7647058823529412,0.9117647058823529,35,5.956021655001678,0.004909740993753076,0.14027831410723074,0.01410675048828125,3698,2.9140625,43.16455078125,0.6056000888347626,0.6321296127456607,0.6071934819221496,6,11
0,8,4,64,0.5,0.001693243511798617,32,75,0.0001,0.1,5,3,0.7,False,42,14,14,0.6444444444444445,0.7333333333333334,0.7371541501976284,45,7.064041075005662,0.003110292018391192,0.06911760040869315,0.01410675048828125,3698,0.0,43.16455078125,0.6056418448235049,0.6236245501222033,0.5964519460995992,8,13
0,8,4,64,0.5,0.001693243511798617,32,75,0.0001,0.1,5,3,0.7,False,42,15,15,0.6222222222222222,0.7213114754098361,0.9664031620553359,45,13.606756761029828,0.003663012001197785,0.08140026669328411,0.01410675048828125,3698,0.0,43.16455078125,0.5863589542833242,0.598816081655748,0.5754497289657593,20,25
0,8,4,64,0.5,0.001693243511798617,32,75,0.0001,0.1,5,3,0.7,False,42,16,16,0.6444444444444445,0.6923076923076923,0.7114624505928854,45,9.295266061031725,0.0020489899907261133,0.04553311090502474,0.01410675048828125,3698,0.0,43.16455078125,0.5905590332818754,0.6068218332348447,0.5951640725135803,12,17
0,8,4,64,0.5,0.001693243511798617,32,75,0.0001,0.1,5,3,0.7,False,42,17,17,0.6190476190476191,0.33333333333333337,0.675,42,5.404964776011184,0.0025599459768272936,0.060951094686364136,0.01410675048828125,3698,0.46484375,43.16455078125,0.6140933910554106,0.632337289777669,0.6194660067558289,5,10
0,8,4,64,0.5,0.001693243511798617,32,75,0.0001,0.1,5,3,0.7,False,42,18,18,0.5111111111111111,0.08333333333333333,0.32213438735177863,45,11.486609034996945,0.003174615034367889,0.07054700076373088,0.01410675048828125,3698,0.0,43.16455078125,0.5946924311645103,0.6030704318122431,0.5832841893037161,16,21
0,8,4,64,0.5,0.001693243511798617,32,75,0.0001,0.1,5,3,0.7,False,42,19,19,0.6888888888888889,0.7083333333333333,0.8596837944664032,45,10.49594911094755,0.0025690250331535935,0.05708944518119097,0.01410675048828125,3698,0.00390625,43.16455078125,0.5963390634366961,0.6035487130284309,0.5881807823975881,14,19
0,8,4,64,0.5,0.001693243511798617,32,75,0.0001,0.1,5,3,0.7,False,42,20,20,0.5111111111111111,0.15384615384615385,0.6106719367588933,45,7.6102593099931255,0.002546396979596466,0.05658659954658812,0.01410675048828125,3698,0.0,43.16455078125,0.6023982483329196,0.6143997781204454,0.5837433497111003,9,14
0,8,4,64,0.5,0.001693243511798617,32,75,0.0001,0.1,5,3,0.7,False,42,21,21,0.4888888888888889,0.6229508196721311,0.8373015873015872,45,7.061598604021128,0.0025957750040106475,0.05768388897801439,0.01410675048828125,3698,0.0,43.16455078125,0.6103732771042621,0.6202717827576579,0.5970654765764872,8,13
0,8,4,64,0.5,0.001693243511798617,32,75,0.0001,0.1,5,3,0.7,False,42,22,22,0.6666666666666666,0.6808510638297872,0.6739130434782609,45,10.412014631961938,0.003112248028628528,0.06916106730285618,0.01410675048828125,3698,0.0,43.16455078125,0.592942040978056,0.605538449955709,0.6009171366691589,14,19
0,8,4,64,0.5,0.001693243511798617,32,75,0.0001,0.1,5,3,0.7,False,42,23,23,0.6136363636363636,0.711864406779661,0.8057851239669422,44,9.47743609698955,0.0025770579813979566,0.05856949957722629,0.01410675048828125,3698,0.14453125,43.16455078125,0.5954467013026729,0.6040245764183275,0.6028265138467153,12,17
0,8,4,64,0.5,0.001693243511798617,32,75,0.0001,0.1,5,3,0.7,False,42,24,24,0.5555555555555556,0.6363636363636364,0.6233766233766234,18,7.875695551978424,0.0019216020009480417,0.10675566671933566,0.01410675048828125,3698,2.171875,43.16455078125,0.5995564743092185,0.6138410032691812,0.612062946955363,9,14
