parameter_name,parameter_value,n_neighbors,weights,metric,p,csp_components,fold,subject,accuracy,f1_score,roc_auc
metric,euclidean,5,distance,euclidean,2,6,97,97,0.5454545454545454,0.4444444444444444,0.5382231404958678
metric,euclidean,5,distance,euclidean,2,6,98,98,0.5333333333333333,0.6557377049180327,0.5691699604743083
metric,euclidean,5,distance,euclidean,2,6,99,99,0.5581395348837209,0.4864864864864865,0.5227272727272727
metric,euclidean,5,distance,euclidean,2,6,100,100,0.5,0.5714285714285714,0.48611111111111105
metric,euclidean,5,distance,euclidean,2,6,101,101,0.4666666666666667,0.3333333333333333,0.48418972332015814
metric,euclidean,5,distance,euclidean,2,6,102,102,0.6,0.5714285714285714,0.5968379446640316
metric,euclidean,5,distance,euclidean,2,6,103,103,0.6744186046511628,0.6818181818181818,0.7251082251082251
metric,euclidean,5,distance,euclidean,2,6,104,104,0.3953488372093023,0.38095238095238093,0.512987012987013
metric,euclidean,5,distance,euclidean,2,6,105,105,0.4222222222222222,0.35,0.4634387351778656
metric,euclidean,5,distance,euclidean,2,6,106,106,0.5111111111111111,0.45,0.501984126984127
metric,euclidean,5,distance,euclidean,2,6,107,107,0.4666666666666667,0.52,0.42658730158730157
metric,euclidean,5,distance,euclidean,2,6,108,108,0.6444444444444445,0.6,0.6610671936758893
metric,manhattan,5,distance,manhattan,2,6,1,1,0.4666666666666667,0.45454545454545453,0.4762845849802372
metric,manhattan,5,distance,manhattan,2,6,2,2,0.7333333333333333,0.6666666666666666,0.7411067193675889
metric,manhattan,5,distance,manhattan,2,6,3,3,0.4666666666666667,0.5384615384615384,0.4140316205533597
metric,manhattan,5,distance,manhattan,2,6,4,4,0.4888888888888889,0.14814814814814814,0.49703557312252966
metric,manhattan,5,distance,manhattan,2,6,5,5,0.4222222222222222,0.43478260869565216,0.4623015873015873
metric,manhattan,5,distance,manhattan,2,6,6,6,0.5777777777777777,0.3870967741935484,0.626984126984127
metric,manhattan,5,distance,manhattan,2,6,7,7,0.6222222222222222,0.7017543859649122,0.7114624505928854
metric,manhattan,5,distance,manhattan,2,6,8,8,0.5555555555555556,0.5,0.5909090909090909
metric,manhattan,5,distance,manhattan,2,6,9,9,0.5555555555555556,0.4117647058823529,0.503968253968254
metric,manhattan,5,distance,manhattan,2,6,10,10,0.5555555555555556,0.5833333333333334,0.5952380952380952
metric,manhattan,5,distance,manhattan,2,6,11,11,0.6,0.55,0.5197628458498024
metric,manhattan,5,distance,manhattan,2,6,12,12,0.6222222222222222,0.6222222222222222,0.628968253968254
metric,manhattan,5,distance,manhattan,2,6,13,13,0.5428571428571428,0.5294117647058824,0.6650326797385622
metric,manhattan,5,distance,manhattan,2,6,14,14,0.5333333333333333,0.5116279069767442,0.5770750988142292
metric,manhattan,5,distance,manhattan,2,6,15,15,0.5111111111111111,0.6333333333333333,0.7025691699604744
metric,manhattan,5,distance,manhattan,2,6,16,16,0.5333333333333333,0.5116279069767442,0.5296442687747036
metric,manhattan,5,distance,manhattan,2,6,17,17,0.5476190476190477,0.3870967741935484,0.4590909090909091
metric,manhattan,5,distance,manhattan,2,6,18,18,0.4,0.5263157894736842,0.4110671936758893
metric,manhattan,5,distance,manhattan,2,6,19,19,0.5555555555555556,0.5833333333333334,0.5592885375494071
metric,manhattan,5,distance,manhattan,2,6,20,20,0.5777777777777777,0.3870967741935484,0.650197628458498
