parameter_name,parameter_value,kernel,C,gamma,degree,coef0,class_weight,csp_components,fold,subject,accuracy,f1_score,roc_auc
coef0,0.0,poly,1.0,scale,3,0.0,balanced,6,45,45,0.5555555555555556,0.23076923076923078,0.8280632411067195
coef0,0.0,poly,1.0,scale,3,0.0,balanced,6,46,46,0.5555555555555556,0.23076923076923078,0.7450592885375493
coef0,0.0,poly,1.0,scale,3,0.0,balanced,6,47,47,0.5555555555555556,0.6774193548387096,0.5992063492063493
coef0,0.0,poly,1.0,scale,3,0.0,balanced,6,48,48,0.7647058823529411,0.75,0.9857142857142858
coef0,0.0,poly,1.0,scale,3,0.0,balanced,6,49,49,0.8666666666666667,0.8695652173913043,0.9308300395256917
coef0,0.0,poly,1.0,scale,3,0.0,balanced,6,50,50,0.5111111111111111,0.47619047619047616,0.5770750988142292
coef0,0.0,poly,1.0,scale,3,0.0,balanced,6,51,51,0.5777777777777777,0.17391304347826086,0.5198412698412698
coef0,0.0,poly,1.0,scale,3,0.0,balanced,6,52,52,0.8048780487804879,0.75,0.8516746411483254
coef0,0.0,poly,1.0,scale,3,0.0,balanced,6,53,53,0.46511627906976744,0.30303030303030304,0.5844155844155845
coef0,0.0,poly,1.0,scale,3,0.0,balanced,6,54,54,0.46153846153846156,0.5882352941176471,0.7038043478260869
coef0,0.0,poly,1.0,scale,3,0.0,balanced,6,55,55,0.8666666666666667,0.8421052631578947,0.9426877470355731
coef0,0.0,poly,1.0,scale,3,0.0,balanced,6,56,56,0.7954545454545454,0.7906976744186046,0.8966942148760331
coef0,0.0,poly,1.0,scale,3,0.0,balanced,6,57,57,0.7111111111111111,0.6829268292682927,0.7023809523809524
coef0,0.0,poly,1.0,scale,3,0.0,balanced,6,58,58,0.5333333333333333,0.43243243243243246,0.5515873015873016
coef0,0.0,poly,1.0,scale,3,0.0,balanced,6,59,59,0.5333333333333333,0.16,0.4841269841269842
coef0,0.0,poly,1.0,scale,3,0.0,balanced,6,60,60,0.7727272727272727,0.782608695652174,0.8966942148760331
coef0,0.0,poly,1.0,scale,3,0.0,balanced,6,61,61,0.6976744186046512,0.5806451612903226,0.816017316017316
coef0,0.0,poly,1.0,scale,3,0.0,balanced,6,62,62,0.8666666666666667,0.8421052631578947,0.9624505928853755
coef0,0.0,poly,1.0,scale,3,0.0,balanced,6,63,63,0.5348837209302325,0.16666666666666666,0.7142857142857143
coef0,0.0,poly,1.0,scale,3,0.0,balanced,6,64,64,0.6888888888888889,0.7586206896551724,0.7905138339920948
coef0,0.0,poly,1.0,scale,3,0.0,balanced,6,65,65,0.7111111111111111,0.6285714285714286,0.8115079365079365
